"Institution Name","Administrative Unit Number","School Branch","Category","Status","Phone Number","Phone_Number_Extn","Web_Address","County","City","Primary Administrator","School Year"
"Saint Augustines College","456007616","0","Non-Approved Out of State College and University","Open","9195164000",,"http://www.st-aug.edu","Out-of-State",,,"SY2425"
"Saint Bonaventure University","464000327","0","Approved Out of State College and University","Open","7163752000",,"http://www.sbu.edu/","Out-of-State",,"Dr David   Hilmey , Academic Affairs","SY2425"
"Saint Bonaventure University","464000327","0","Non-Approved Out of State College and University","Open","7163752000",,"http://www.sbu.edu/","Out-of-State",,"Dr David   Hilmey , Academic Affairs","SY2425"
"Saint Catharine College","481003448","0","Non-Approved Out of State College and University","Open","8593365082",,"http://www.sccky.edu","Out-of-State",,,"SY2425"
"Saint Charles Borromeo Seminary","423468305","0","Theological Seminary","Open","6106673394",,"https://www.scs.edu","Montgomery",,"Rev Keith J Chylinski , Chief Executive Officer","SY2425"
"Saint Cloud State University","409009612","0","Non-Approved Out of State College and University","Open","3203080121",,"http://www.stcloudstate.edu","Out-of-State",,,"SY2425"
"Saint Edward's University","468007450","0","Non-Approved Out of State College and University","Open","5124488400",,"http://www.stedwards.edu","Out-of-State",,,"SY2425"
"Saint Francis Medical Center College of Nursing","402007041","0","Non-Approved Out of State College and University","Open","3096552201",,"http://www.sfmccon.edu/","Out-of-State",,,"SY2425"
"Saint Francis University","408118504","0","Private College and University","Open","8144723000",,"https://www.francis.edu/","Cambria",,"Fr Malachi   Van Tassel T.O.R., Ph.D, Chief Executive Officer","SY2425"
"Saint Gregorys University","445005130","0","Non-Approved Out of State College and University","Open","4058785100",,"http://www.stgregorys.edu","Out-of-State",,,"SY2425"
"Saint John Fisher College","484004136","0","Non-Approved Out of State College and University","Open","5853858000",,"http://www.sjfc.edu","Out-of-State",,,"SY2425"
"Saint John Vianney College Seminary","413005710","0","Non-Approved Out of State College and University","Open",,,"http://www.sjvcs.edu","Out-of-State",,,"SY2425"
"Saint John's Seminary","431000559","0","Non-Approved Out of State College and University","Open","6172542610",,"http://www.sjs.edu","Out-of-State",,,"SY2425"
"Saint Johns River State College","461005358","0","Non-Approved Out of State College and University","Open","3863124200",,"http://www.sjrstate.edu","Out-of-State",,,"SY2425"
"Saint Johns University","406004848","0","Non-Approved Out of State College and University","Open","3203632011",,"http://www.csbsju.edu","Out-of-State",,,"SY2425"
"Saint Joseph College","495006463","0","Non-Approved Out of State College and University","Open","8602324571",,"http://www.sjc.edu","Out-of-State",,,"SY2425"
"Saint Joseph Seminary College","405005195","0","Non-Approved Out of State College and University","Open","9858672232",,"http://www.sjasc.edu","Out-of-State",,,"SY2425"
"Saint Joseph's College of Maine","412004666","0","Non-Approved Out of State College and University","Open","2078926766",,"http://www.sjcme.edu","Out-of-State",,,"SY2425"
"Saint Joseph's College-New York","419001272","0","Non-Approved Out of State College and University","Open","7189405300",,"http://www.sjcny.edu","Out-of-State",,,"SY2425"
"Saint Joseph's University","426518604","0","Private College and University","Open","6106601000",,"https://www.sju.edu/","Philadelphia",,"Dr Cheryl A McConnell , Chief Executive Officer","SY2425"
"Saint Joseph's University - Lancaster Campus","426518604","253","Private College and University","Open","7179476000",,"https://www.sju.edu/lancaster","Lancaster",,"Dr Cheryl   McConnell , Chief Executive Officer","SY2425"
"Saint Josephs College","461009782","0","Non-Approved Out of State College and University","Open","2198666000",,"http://www.saintjoe.edu","Out-of-State",,,"SY2425"
"Saint Josephs Seminary and College","473006483","0","Non-Approved Out of State College and University","Open","9149686200",,"http://www.archny.org","Out-of-State",,,"SY2425"
"Saint Leo University","406008560","0","Non-Approved Out of State College and University","Open","3525888200",,"http://www.saintleo.edu","Out-of-State",,,"SY2425"
"Saint Louis Christian College","447002466","0","Non-Approved Out of State College and University","Open","3148376777",,"http://www.slcconline.edu","Out-of-State",,,"SY2425"
"Saint Louis University-Main Campus","412001311","0","Non-Approved Out of State College and University","Open","3149772222",,"http://www.imagine.slu.edu","Out-of-State",,,"SY2425"
"Saint Luke's College of Health Sciences","429004544","0","Non-Approved Out of State College and University","Open","8169322233",,"http://www.saint-lukes.org","Out-of-State",,,"SY2425"
"Saint Martin's University","467008305","0","Non-Approved Out of State College and University","Open","3604914700",,"http://www.stmartin.edu","Out-of-State",,,"SY2425"
"Saint Mary's College","409008759","0","Non-Approved Out of State College and University","Open","5742844000",,"http://www.saintmarys.edu","Out-of-State",,,"SY2425"
"Saint Mary's University of Minnesota","475005006","0","Non-Approved Out of State College and University","Open","5074571600",,"http://www.smumn.edu","Out-of-State",,,"SY2425"
"Saint Mary-of-the-Woods College","471007170","0","Non-Approved Out of State College and University","Open","8125355151",,"http://www.smwc.edu","Out-of-State",,,"SY2425"
"Saint Marys College of California","433002734","0","Non-Approved Out of State College and University","Open","9256314000",,"http://www.stmarys-ca.edu","Out-of-State",,,"SY2425"
"Saint Meinrad Seminary and School of Theology","405005719","0","Non-Approved Out of State College and University","Open","8123576611",,"http://www.saintmeinrad.edu","Out-of-State",,,"SY2425"
"Saint Michael's College","464006389","0","Non-Approved Out of State College and University","Open","8026542000",,"http://www.smcvt.edu","Out-of-State",,,"SY2425"
"Saint Norbert College","434003595","0","Non-Approved Out of State College and University","Open","9203373181",,"http://www.snc.edu","Out-of-State",,,"SY2425"
"Saint Paul School of Theology","443009697","0","Non-Approved Out of State College and University","Open","8164839600",,"http://www.spst.edu","Out-of-State",,,"SY2425"
"Saint Pauls College","436002233","0","Non-Approved Out of State College and University","Open","4348483111",,"http://www.saintpauls.edu","Out-of-State",,,"SY2425"
"Saint Peter's College","480008328","0","Non-Approved Out of State College and University","Open","2017616000",,"http://www.spc.edu","Out-of-State",,,"SY2425"
"Saint Thomas Aquinas College","498002405","0","Non-Approved Out of State College and University","Open","8453984000",,"http://www.stac.edu","Out-of-State",,,"SY2425"
"Saint Thomas University","423009402","0","Non-Approved Out of State College and University","Open","3056256000",,"http://www.stu.edu","Out-of-State",,,"SY2425"
"Saint Tikhon's Orthodox Theological Seminary","419640015","0","Theological Seminary","Open","5709374411",,"http://www.stots.edu","Wayne",,"Mr Arch Bishop Michael G Daulich Ph. D., Chief Executive Officer","SY2425"
"Saint Vincent College and Seminary","407658704","0","Private College and University","Open","7245399761",,"https://www.stvincent.edu","Westmoreland",,"Rev Paul R Taylor O.S.B., Ph.D., Chief Executive Officer","SY2425"
"Saint Vincent de Paul Regional Seminary","484001845","0","Non-Approved Out of State College and University","Open",,,"http://www.svdp.edu","Out-of-State",,,"SY2425"
"Saint Vladimirs Orthodox Theological Seminary","412000375","0","Non-Approved Out of State College and University","Open","9149618313",,"http://www.svots.edu","Out-of-State",,,"SY2425"
"Saint Xavier University","479002465","0","Non-Approved Out of State College and University","Open","7732983000",,"http://WWW.SXU.EDU","Out-of-State",,,"SY2425"
"Salem College","433008717","0","Non-Approved Out of State College and University","Open","3367212600",,"http://www.salem.edu/","Out-of-State",,,"SY2425"
"Salem International University","436002038","0","Non-Approved Out of State College and University","Open","3043261109",,"http://WWW.SALEMU.EDU","Out-of-State",,,"SY2425"
"Salem State University","434002832","0","Non-Approved Out of State College and University","Open","9785426000",,"http://www.salemstate.edu","Out-of-State",,,"SY2425"
"Salisbury University","484000951","0","Non-Approved Out of State College and University","Open","4105436000",,"http://www.salisbury.edu","Out-of-State",,,"SY2425"
"Salish Kootenai College","438003975","0","Non-Approved Out of State College and University","Open","4062754800",,"http://www.skc.edu","Out-of-State",,,"SY2425"
"Salus University","426517103","0","Private State-Aided Institution","Open","2157801400",,"https://www.salus.edu/","Philadelphia",,"Dr Michael H Mittelman , Chief Executive Officer","SY2425"
"Salve Regina University","438006225","0","Non-Approved Out of State College and University","Open","4018476650",,"http://www.salve.edu","Out-of-State",,,"SY2425"
"Sam Houston State University","468002563","0","Non-Approved Out of State College and University","Open","9362941111",,"http://www.shsu.edu/","Out-of-State",,,"SY2425"
"Samford University","458004029","0","Non-Approved Out of State College and University","Open","2057262011",,"http://www.samford.edu","Out-of-State",,,"SY2425"
"Samra University of Oriental Medicine","477000722","0","Non-Approved Out of State College and University","Open","2133812221",,"http://www.SAMRA.EDU","Out-of-State",,,"SY2425"
"Samuel Merritt University","475001501","0","Non-Approved Out of State College and University","Open","5108696511",,"http://www.samuelmerritt.edu","Out-of-State",,,"SY2425"
"San Diego Christian College","445009097","0","Non-Approved Out of State College and University","Open","6192018700",,"http://www.sdcc.edu","Out-of-State",,,"SY2425"
"San Diego State University","403000746","0","Non-Approved Out of State College and University","Open","6195945200",,"http://www.sdsu.edu","Out-of-State",,,"SY2425"
"San Diego State University-Imperial Valley Campus","496004565","0","Non-Approved Out of State College and University","Open","7607685500",,"http://www.ivcampus.sdsu.edu","Out-of-State",,,"SY2425"
"San Francisco Art Institute","468000026","0","Non-Approved Out of State College and University","Open","4157717020",,"http://www.sfai.edu","Out-of-State",,,"SY2425"
"San Francisco Conservatory of Music","437005897","0","Non-Approved Out of State College and University","Open",,,"http://www.sfcm.edu","Out-of-State",,,"SY2425"
"San Francisco State University","496008582","0","Non-Approved Out of State College and University","Open","4153381111",,"http://www.sfsu.edu","Out-of-State",,,"SY2425"
"San Joaquin College of Law","478004433","0","Non-Approved Out of State College and University","Open","5593232100",,"http://www.sjcl.edu","Out-of-State",,,"SY2425"
"San Jose State University","413000438","0","Non-Approved Out of State College and University","Open","4089241000",,"http://www.sjsu.edu","Out-of-State",,,"SY2425"
"San Juan Bautista School of Medicine","447007018","0","Non-Approved Out of State College and University","Open",,,"http://www.sanjuanbautista.edu","Out-of-State",,,"SY2425"
"Sanford-Brown College","480008602","0","Non-Approved Out of State College and University","Open","7035568888",,"http://www.sbcvienna.com","Out-of-State",,,"SY2425"
"Sanford-Brown College","488000630","0","Non-Approved Out of State College and University","Open","6366962300",,,"Out-of-State",,,"SY2425"
"Sanford-Brown College","498003789","0","Non-Approved Out of State College and University","Open","6366511600",,"http://www.sanford-browncollege.com","Out-of-State",,,"SY2425"
"Santa Clara University","439007144","0","Non-Approved Out of State College and University","Open","4085544000",,"http://www.scu.edu","Out-of-State",,,"SY2425"
"Santa Fe College","444001178","0","Non-Approved Out of State College and University","Open","3523955000",,"http://www.sfcollege.edu","Out-of-State",,,"SY2425"
"Santa Fe University of Art and Design","468002535","0","Non-Approved Out of State College and University","Open","5054736011",,"http://www.csf.edu","Out-of-State",,,"SY2425"
"Sarah Lawrence College","428008199","0","Non-Approved Out of State College and University","Open","9143370700",,"http://www.slc.edu","Out-of-State",,,"SY2425"
"Savannah College of Art and Design","432005828","0","Non-Approved Out of State College and University","Open","9125255000",,"http://www.scad.edu","Out-of-State",,,"SY2425"
"Savannah State University","484001891","0","Non-Approved Out of State College and University","Open","9123584778",,"http://www.savannahstate.edu/","Out-of-State",,,"SY2425"
"Saybrook University","415002844","0","Non-Approved Out of State College and University","Open","4154339200",,"http://www.saybrook.edu","Out-of-State",,,"SY2425"
"Schiller International University","422005513","0","Non-Approved Out of State College and University","Open","7277365082",,"http://www.schiller.edu","Out-of-State",,,"SY2425"
"School for International Training","457006565","0","Non-Approved Out of State College and University","Open","8022577751",,"http://www.sit.edu","Out-of-State",,,"SY2425"
"School of Body Therapies","422095979","0","Private Licensed School","Open","2157413888",,"http://www.schoolofbodytherapies.com/","Bucks",,"Ms Kati   Driban , Director","SY2425"
"School of the Art Institute of Chicago","473008747","0","Non-Approved Out of State College and University","Open","3126296100",,"http://www.saic.edu","Out-of-State",,,"SY2425"
"School of the Museum of Fine Arts-Boston","447000863","0","Non-Approved Out of State College and University","Open","6172676100",,"http://www.smfa.edu","Out-of-State",,,"SY2425"
"School of Urban Missions","418004249","0","Non-Approved Out of State College and University","Open","5105676174",,"http://www.sum.edu","Out-of-State",,,"SY2425"
"School of Visual Arts","446001216","0","Non-Approved Out of State College and University","Open","2125922000",,"http://www.sva.edu","Out-of-State",,,"SY2425"
"Schreiner University","438007929","0","Non-Approved Out of State College and University","Open","8308965411",,"http://www.schreiner.edu","Out-of-State",,,"SY2425"
"Scripps College","415009943","0","Non-Approved Out of State College and University","Open","9096218149",,"http://www.scrippscollege.edu","Out-of-State",,,"SY2425"
"Seabury-Western Theological Seminary","415000888","0","Non-Approved Out of State College and University","Open",,,"http://www.seabury.edu/","Out-of-State",,,"SY2425"
"Seattle Community College-Central Campus","408003257","0","Non-Approved Out of State College and University","Open","2065873800",,"http://www.seattlecentral.org","Out-of-State",,,"SY2425"
"Seattle Community College-South Campus","406009933","0","Non-Approved Out of State College and University","Open","2067645300",,"http://www.southseattle.edu","Out-of-State",,,"SY2425"
"Seattle Institute of Oriental Medicine","494000234","0","Non-Approved Out of State College and University","Open","2065174541",,"http://www.siom.edu","Out-of-State",,,"SY2425"
"Seattle Pacific University","461000105","0","Non-Approved Out of State College and University","Open","2062812000",,"http://www.spu.edu","Out-of-State",,,"SY2425"
"Seattle University","447009029","0","Non-Approved Out of State College and University","Open","2062966000",,"http://www.seattleu.edu","Out-of-State",,,"SY2425"
"Selma University","451002041","0","Non-Approved Out of State College and University","Open","3348722533",,"http://www.selmauniversity.org","Out-of-State",,,"SY2425"
"Seminario Evangelico de Puerto Rico","490009022","0","Non-Approved Out of State College and University","Open",,,"http://www.se-pr.edu","Out-of-State",,,"SY2425"
"Seminary of the Immaculate Conception","406006634","0","Non-Approved Out of State College and University","Open",,,"http://www.icseminary.edu","Out-of-State",,,"SY2425"
"Seminole State College of Florida","481001660","0","Non-Approved Out of State College and University","Open","4077084722",,"http://www.seminolestate.edu/","Out-of-State",,,"SY2425"
"Sentara College of Health Sciences","428007896","0","Non-Approved Out of State College and University","Open","7573882900",,"http://www.sentara.edu","Out-of-State",,,"SY2425"
"Seton Hall University","435003056","0","Non-Approved Out of State College and University","Open","9737619000",,"http://www.shu.edu","Out-of-State",,,"SY2425"
"Seton Hill University","407658804","0","Private College and University","Open","7248342200",,"https://www.setonhill.edu/","Westmoreland",,"Dr Mary C Finger , Chief Executive Officer","SY2425"
"Sewanee-The University of the South","424003220","0","Non-Approved Out of State College and University","Open","9315981000",,"http://www.sewanee.edu","Out-of-State",,,"SY2425"
"Sh'or Yoshuv Rabbinical College","438003482","0","Non-Approved Out of State College and University","Open",,,,"Out-of-State",,,"SY2425"
"Shark Dental Academy","423468199","0","Private Licensed School","Open","2155584205",,"https://sharkdentalacademy.com/","Montgomery",,"Mr Kiril   Sharkov , Chief Executive Officer","SY2425"
"Shasta Bible College and Graduate School","490007931","0","Non-Approved Out of State College and University","Open","5302214275",,"http://www.shasta.edu","Out-of-State",,,"SY2425"
"Shaw University","435005863","0","Non-Approved Out of State College and University","Open","9195468200",,"http://www.shawu.edu","Out-of-State",,,"SY2425"
"Shawnee State University","402007328","0","Non-Approved Out of State College and University","Open","7403543205",,"http://WWW.SHAWNEE.EDU","Out-of-State",,,"SY2425"
"Shelly Truck Driving School, LLC","412678159","0","Private Licensed School","Open","7178485015",,"https://www.shellytruckdrivingschool.com/","York","York","Mr Dominick J Grossi Sr., Executive Director","SY2425"
"Shenandoah University","448009061","0","Non-Approved Out of State College and University","Open","5406654500",,"http://www.su.edu","Out-of-State",,,"SY2425"
"Shepherd University","425003824","0","Non-Approved Out of State College and University","Open","3048765000",,"http://WWW.SHEPHERD.EDU","Out-of-State",,,"SY2425"
"Sherman College of Straight Chiropractic","496000112","0","Non-Approved Out of State College and University","Open","8645788770",,"http://www.sherman.edu","Out-of-State",,,"SY2425"
"Shimer College","497003857","0","Non-Approved Out of State College and University","Open","3122353500",,"http://www.shimer.edu","Out-of-State",,,"SY2425"
"Shippensburg University of Pennsylvania","415218820","0","State University","Open","7174777447",,"http://www.ship.edu","Cumberland",,"Dr Charles   Patterson , Chief Executive Officer","SY2425"
"Shorter University","475004363","0","Non-Approved Out of State College and University","Open","7062912121",,"http://www.shorter.edu","Out-of-State",,,"SY2425"
"Shorter University-College of Adult & Professional Programs","435009044","0","Non-Approved Out of State College and University","Open","8004750982",,"http://www.shorter.edu/pro_studies/professional_home.htm","Out-of-State",,,"SY2425"
"Siena College","458009126","0","Non-Approved Out of State College and University","Open","5187832300",,"http://www.siena.edu","Out-of-State",,,"SY2425"
"Siena Heights University","446003626","0","Non-Approved Out of State College and University","Open","5172630731",,"http://www.sienaheights.edu","Out-of-State",,,"SY2425"
"Sierra Nevada College","432002850","0","Non-Approved Out of State College and University","Open","7758311314",,"http://www.sierranevada.edu","Out-of-State",,,"SY2425"
"Sight and Sound Conservatory","413360359","0","Private Licensed School","Open","7176874220",,"http://www.sightsoundconservatory.com","Lancaster",,"Mr Jeff   Bender , Chief Executive Officer","SY2425"
"Silicon Valley University","442003168","0","Non-Approved Out of State College and University","Open",,,"http://www.svuca.edu","Out-of-State",,,"SY2425"
"Silver Lake College","473000581","0","Non-Approved Out of State College and University","Open","9206846691",,"http://www.sl.edu/","Out-of-State",,,"SY2425"
"Simmons College","485008023","0","Non-Approved Out of State College and University","Open","6175212000",,"http://www.simmons.edu","Out-of-State",,,"SY2425"
"Simpson College","409002491","0","Non-Approved Out of State College and University","Open",,,"http://www.simpson.edu","Out-of-State",,,"SY2425"
"Simpson University","466005890","0","Non-Approved Out of State College and University","Open","5302245600",,"http://www.simpsonu.edu","Out-of-State",,,"SY2425"
"Sinte Gleska University","457007868","0","Non-Approved Out of State College and University","Open","6058568100",,"http://www.sintegleska.edu","Out-of-State",,,"SY2425"
"Sioux Falls Seminary","419009807","0","Non-Approved Out of State College and University","Open","6053366588",,"http://www.sfseminary.edu","Out-of-State",,,"SY2425"
"Sitting Bull College","468000768","0","Non-Approved Out of State College and University","Open","7018548000",,"http://www.sittingbull.edu","Out-of-State",,,"SY2425"
"Skidmore College","431006426","0","Non-Approved Out of State College and University","Open","5185805000",,"http://www.cms.skidmore.edu/index.cfm","Out-of-State",,,"SY2425"
"Skyline College","454000676","0","Non-Approved Out of State College and University","Open","8043305533",,"http://www.skyline.edu","Out-of-State",,,"SY2425"
"Skyline College","492001911","0","Non-Approved Out of State College and University","Open","5405638080",,"http://www.skyline.edu","Out-of-State",,,"SY2425"
"Slippery Rock University of Pennsylvania","404108850","0","State University","Open","7247389000",,"https://www.sru.edu","Butler",,"Dr Karen   Riley , Chief Executive Officer","SY2425"
"SmileSystem School of Dental Assisting","456005845","0","Private Licensed School","Open","8885519369",,"http://www.smilesystems.org/","Montgomery",,"Ms Lisandra   Maisonet RDH, BS, PHDHP, Chief Executive Officer","SY2425"
"Smith & Solomon Commercial Driver Training","418401249","0","Private Licensed School","Open","5706028780",,"http://www.smithsolomon.com","Luzerne",,"Mr Jim   Bennett , Chief Executive Officer","SY2425"
"Smith & Solomon Commercial Driver Training","423468169","0","Private Licensed School","Open","6102726050",,"http://www.smithsolomon.com","Montgomery",,"Mr James   Bennett , Chief Executive Officer","SY2425"
"Smith & Solomon Commercial Driver Training","426519059","0","Private Licensed School","Open","2152882294",,"http://www.smithsolomon.com","Philadelphia",,"Mr James   Bennett , Chief Executive Officer","SY2425"
"Smith College","413006824","0","Non-Approved Out of State College and University","Open","4135842700",,"http://www.smith.edu","Out-of-State",,,"SY2425"
"Sojourner-Douglass College","489009986","0","Non-Approved Out of State College and University","Open","4102760306",,"http://www.sdc.edu","Out-of-State",,,"SY2425"
"Soka University of America","497004822","0","Non-Approved Out of State College and University","Open","9494804000",,"http://www.soka.edu","Out-of-State",,,"SY2425"
"Somerset Christian College","416000564","0","Non-Approved Out of State College and University","Open",,,"http://www.somerset.edu","Out-of-State",,,"SY2425"
"Sonoma State University","462005304","0","Non-Approved Out of State College and University","Open","7076642880",,"http://www.sonoma.edu","Out-of-State",,,"SY2425"
"South Baylo University","414000892","0","Non-Approved Out of State College and University","Open","7145331495",,"http://WWW.SOUTHBAYLO.EDU","Out-of-State",,,"SY2425"
"South Carolina State University","420002483","0","Non-Approved Out of State College and University","Open","8035367000",,"http://www.scsu.edu","Out-of-State",,,"SY2425"
"South College","489002031","0","Approved Out of State College and University","Open","8652511800",,"http://www.south.edu","Out-of-State","Cranberry Township","Dr Anne   Petrella , Chief Executive Officer","SY2425"
"South College","489002031","0","Non-Approved Out of State College and University","Open","8652511800",,"http://www.south.edu","Out-of-State","Cranberry Township","Dr Anne   Petrella , Chief Executive Officer","SY2425"
"South College","489002031","1","Approved Out of State College and University","Open","7247209500",,"https://www.south.edu/location/pittsburgh/","Butler",,"Dr Anne   Petrella , Chief Executive Officer","SY2425"
"South College Pittsburgh","400002453","0","Private College and University","Open","7247209500",,"https://www.south.edu/location/pittsburgh/","Butler",,"Dr Anne   Petrella , Chief Executive Officer","SY2425"
"South College-Asheville","457005367","0","Non-Approved Out of State College and University","Open","8282775521",,"http://www.southcollegenc.edu","Out-of-State",,"Mr Stephen A South , Chief Executive Officer","SY2425"
"South Dakota School of Mines and Technology","478001499","0","Non-Approved Out of State College and University","Open","6053942511",,"http://www.sdsmt.edu","Out-of-State",,,"SY2425"
"South Dakota State University","467002707","0","Non-Approved Out of State College and University","Open","8009523541",,"http://www.sdstate.edu","Out-of-State",,,"SY2425"
"South Florida Bible College and Theological Seminary","446005789","0","Non-Approved Out of State College and University","Open","9544288980",,"http://www.sfbc.edu","Out-of-State",,,"SY2425"
"South Hills School of Business and Technology","408070127","0","Private Licensed School","Open","8149446134",,"https://www.southhills.edu","Blair",,"Ms Barbara   Seeger , Director","SY2425"
"South Hills School of Business and Technology","410142087","0","Private Licensed School","Open","8142347755",,"https://www.southhills.edu","Centre",,"Mr S. Paul   Mazza , Director","SY2425"
"South Texas College","429002463","0","Non-Approved Out of State College and University","Open","9568728311",,"http://www.southtexascollege.edu","Out-of-State",,,"SY2425"
"South Texas College of Law","450004567","0","Non-Approved Out of State College and University","Open","7136598040",,"http://www.stcl.edu","Out-of-State",,,"SY2425"
"South University","469002830","1","Approved Out of State College and University","Open","8558842408",,"https://www.southuniversity.edu/","Allegheny",,"Dr Steven K Yoho , Chief Executive Officer","SY2425"
"South University-Savannah","469002830","0","Non-Approved Out of State College and University","Open","9122018000",,"http://www.southuniversity.edu","Out-of-State",,"Dr Steven   Yoho , Chief Executive Officer","SY2425"
"Southeast Missouri State University","492008332","0","Non-Approved Out of State College and University","Open","5736512000",,"http://WWW.SEMO.EDU","Out-of-State",,,"SY2425"
"Southeastern Baptist College","465006694","0","Non-Approved Out of State College and University","Open","6014266346",,"http://www.southeasternbaptist.edu","Out-of-State",,,"SY2425"
"Southeastern Bible College","447005191","0","Non-Approved Out of State College and University","Open","2059709200",,"http://www.sebc.edu","Out-of-State",,,"SY2425"
"Southeastern Louisiana University","446001943","0","Non-Approved Out of State College and University","Open","9855492000",,"http://www.selu.edu","Out-of-State",,,"SY2425"
"Southeastern Oklahoma State University","480006141","0","Non-Approved Out of State College and University","Open","5807452000",,"http://www.se.edu","Out-of-State",,,"SY2425"
"Southeastern University","406000101","0","Non-Approved Out of State College and University","Open","8636675000",,"http://www.seuniversity.edu","Out-of-State",,,"SY2425"
"Southern Adventist University","452003737","0","Non-Approved Out of State College and University","Open","4232362000",,"http://www.southern.edu","Out-of-State",,,"SY2425"
"Southern Arkansas University Main Campus","420002177","0","Non-Approved Out of State College and University","Open","8702354000",,"http://WWW.SAUMAG.EDU","Out-of-State",,,"SY2425"
"Southern California College of Optometry","427005196","0","Non-Approved Out of State College and University","Open","7148707226",,"http://www.scco.edu","Out-of-State",,,"SY2425"
"Southern California Institute of Architecture","462004194","0","Non-Approved Out of State College and University","Open","2136132200",,"http://www.sciarc.edu","Out-of-State",,,"SY2425"
"Southern California Institute of Technology","489002673","0","Non-Approved Out of State College and University","Open","7143000300",,"http://www.scitech.edu","Out-of-State",,,"SY2425"
"Southern California Seminary","436004414","0","Non-Approved Out of State College and University","Open","6192018999",,"http://www.socalsem.edu","Out-of-State",,,"SY2425"
"Southern California University of Health Sciences","464005101","0","Non-Approved Out of State College and University","Open","5629478755",,"http://www.scuhs.edu","Out-of-State",,,"SY2425"
"Southern California University SOMA","468000760","0","Non-Approved Out of State College and University","Open","2134139500",,,"Out-of-State",,,"SY2425"
"Southern Catholic College","465003845","0","Non-Approved Out of State College and University","Open","7063444000",,"http://www.southerncatholic.org","Out-of-State",,,"SY2425"
"Southern College of Optometry","474002883","0","Non-Approved Out of State College and University","Open","9017223200",,"http://www.sco.edu","Out-of-State",,,"SY2425"
"Southern Connecticut State University","470000261","0","Non-Approved Out of State College and University","Open","2033925200",,"http://www.southernct.edu","Out-of-State",,,"SY2425"
"Southern Illinois University - Carbondale","427045189","1","Approved Out of State College and University","Open","7244803600",,,"Beaver",,"Dr Daniel   Mahoney , Chief Executive Officer","SY2425"
"Southern Illinois University Carbondale","447008130","0","Non-Approved Out of State College and University","Open","6184532121",,"http://www.siuc.edu","Out-of-State",,"Dr Austin A Lane , Chief Executive Officer","SY2425"
"Southern Illinois University Edwardsville","484001477","0","Non-Approved Out of State College and University","Open","6186502000",,"http://www.siue.edu","Out-of-State",,,"SY2425"
"Southern Illinois Unversity-Carbondale","427045189","0","Approved Out of State College and University","Open","7247758561",,"https://siu.edu/","Out-of-State",,"Dr Austin   Lane , Chief Executive Officer","SY2425"
"Southern Illinois Unversity-Carbondale","427045189","0","Non-Approved Out of State College and University","Open","7247758561",,"https://siu.edu/","Out-of-State",,"Dr Austin   Lane , Chief Executive Officer","SY2425"
"Southern Methodist University","400000841","0","Non-Approved Out of State College and University","Open","2147682000",,"http://www.smu.edu","Out-of-State",,,"SY2425"
"Southern Nazarene University","429000284","0","Non-Approved Out of State College and University","Open","4057896400",,"http://www.SNU.EDU","Out-of-State",,,"SY2425"
"Southern New England School of Law","437008558","0","Non-Approved Out of State College and University","Open","5089989600",,"http://www.snesl.edu","Out-of-State",,,"SY2425"
"Southern New Hampshire University","474003388","0","Non-Approved Out of State College and University","Open","6036682211",,"http://www.snhu.edu","Out-of-State",,,"SY2425"
"Southern Oregon University","415007059","0","Non-Approved Out of State College and University","Open","5415527672",,"http://www.sou.edu","Out-of-State",,,"SY2425"
"Southern Polytechnic State University","435006452","0","Non-Approved Out of State College and University","Open","6789157778",,"http://www.spsu.edu","Out-of-State",,,"SY2425"
"Southern University and A & M College","443003403","0","Non-Approved Out of State College and University","Open","2257714500",,"http://www.subr.edu","Out-of-State",,,"SY2425"
"Southern University at New Orleans","442006041","0","Non-Approved Out of State College and University","Open","5042865000",,"http://www.suno.edu","Out-of-State",,,"SY2425"
"Southern University Law Center","439008449","0","Non-Approved Out of State College and University","Open","2257712552",,,"Out-of-State",,,"SY2425"
"Southern Utah University","422004086","0","Non-Approved Out of State College and University","Open","4355867700",,"http://www.suu.edu","Out-of-State",,,"SY2425"
"Southern Vermont College","496005804","0","Non-Approved Out of State College and University","Open","8024476324",,"http://www.svc.edu","Out-of-State",,,"SY2425"
"Southern Virginia University","419005352","0","Non-Approved Out of State College and University","Open","5402618400",,"http://www.svu.edu","Out-of-State",,,"SY2425"
"Southern Wesleyan University","403002052","0","Non-Approved Out of State College and University","Open","8646445000",,"http://www.swu.edu.","Out-of-State",,,"SY2425"
"Southwest Acupuncture College-Albuquerque","400001505","0","Non-Approved Out of State College and University","Open","5058888898",,"http://www.acupuncturecollege.edu","Out-of-State",,,"SY2425"
"Southwest Acupuncture College-Boulder","474006464","0","Non-Approved Out of State College and University","Open","3035819955",,"http://www.acupuncturecollege.edu","Out-of-State",,,"SY2425"
"Southwest Acupuncture College-Santa Fe","432001454","0","Non-Approved Out of State College and University","Open","5054388884",,"http://www.acupuncturecollege.edu","Out-of-State",,,"SY2425"
"Southwest Baptist University","496001148","0","Non-Approved Out of State College and University","Open","8005265859",,"http://www.sbuniv.edu","Out-of-State",,,"SY2425"
"Southwest College of Naturopathic Medicine & Health Sciences","448001069","0","Non-Approved Out of State College and University","Open",,,"http://www.scnm.edu","Out-of-State",,,"SY2425"
